FIPS,County,City,Year,Estimate,Primary Point
1924690,Clayton,Elkader,July 01 2012,1251,POINT (-91.4023462 42.8571273)
1984540,Shelby,Westphalia,July 01 2013,124,POINT (-95.3936653 41.7192516)
1956550,Dubuque,New Vienna,July 01 2016,419,POINT (-91.1138852 42.5477204)
1928605,Lee,Fort Madison,April 01 2010,11051,POINT (-91.3519128 40.6198735)
1902125,Jackson,Andrew,July 01 2012,423,POINT (-90.5919309 42.153216)
1935580,Buchanan,Hazleton,April 01 2010,823,POINT (-91.9058398 42.6177464)
1977115,Tama,Tama,July 01 2016,2801,POINT (-92.5739874 41.9636382)
1907840,Sioux,Boyden,July 01 2012,708,POINT (-96.0030629 43.1889502)
1958170,Jasper,Oakland Acres,July 01 2017,157,POINT (-92.821163 41.7204392)
19133,Monona,Balance of Monona County,July 01 2011,2994,POINT (-95.9599235 42.0516663)
1955560,Pottawattamie,Neola,July 01 2013,850,POINT (-95.6173698 41.4515149)
1907390,Polk,Bondurant,July 01 2013,4799,POINT (-93.4546681 41.6985333)
1947955,Pottawattamie,Macedonia,July 01 2016,242,POINT (-95.426772 41.1919281)
1971040,Winnebago,Scarville,July 01 2015,70,POINT (-93.6165718 43.4709669)
1954705,Henry,Mount Pleasant,April 01 2010,8668,POINT (-91.5452743 40.9621765)
1939900,Calhoun,Jolley,July 01 2017,26,POINT (-94.7182601 42.4794481)
1921000,Polk,Des Moines (pt.),July 01 2015,215152,POINT (-93.6104316 41.5725032)
1969240,Polk,Runnells,April 01 2010,507,POINT (-93.3603967 41.5140555)
1963885,Cerro Gordo,Plymouth,July 01 2017,368,POINT (-93.1232438 43.2464338)
19173,Taylor,Balance of Taylor County,July 01 2013,2167,POINT (-94.6964148 40.7374324)
1975675,Story,Story City,July 01 2012,3424,POINT (-93.5865496 42.186602)
1950935,Marion,Melcher-Dallas,April 01 2010,1288,POINT (-93.2411492 41.2274271)
1949395,Iowa,Marengo,April 01 2010,2528,POINT (-92.0679221 41.7965768)
1907390,Polk,Bondurant,July 01 2018,6646,POINT (-93.4546681 41.6985333)
1911755,Black Hawk,Cedar Falls,July 01 2018,41048,POINT (-92.4532603 42.5196928)
1905185,Boone,Beaver,April 01 2010,48,POINT (-94.139911 42.0382078)
1938595,Johnson,Iowa City,July 01 2018,76290,POINT (-91.5304657 41.6557794)
1960825,Mills,Pacific Junction,July 01 2017,470,POINT (-95.7995623 41.0179888)
1931800,Palo Alto,Graettinger,July 01 2012,829,POINT (-94.7504243 43.2370707)
1912495,Linn,Central City,July 01 2018,1293,POINT (-91.5244676 42.2037451)
1931665,Clinton,Goose Lake,April 01 2010,240,POINT (-90.3817617 41.9678833)
1912270,Linn,Center Point,July 01 2013,2494,POINT (-91.7794373 42.1843009)
1909145,Crawford,Buck Grove,April 01 2010,43,POINT (-95.3951051 41.9178251)
1924645,Fayette,Elgin,July 01 2018,634,POINT (-91.6355924 42.9553694)
1931980,Greene,Grand Junction,July 01 2016,788,POINT (-94.2370224 42.032965)
1925995,Black Hawk,Evansdale,July 01 2016,4783,POINT (-92.2764679 42.4634704)
1903745,Cherokee,Aurelia,July 01 2012,1030,POINT (-95.4368477 42.7130665)
1979815,Mahaska,University Park,July 01 2012,486,POINT (-92.6149705 41.2855651)
1984540,Shelby,Westphalia,July 01 2014,125,POINT (-95.3936653 41.7192516)
1948720,Mills,Malvern,July 01 2011,1138,POINT (-95.5856662 41.0075619)
1969105,Clay,Royal,July 01 2011,446,POINT (-95.283721 43.0644413)
1921045,Dallas,De Soto,July 01 2013,1092,POINT (-94.009715 41.5363839)
19099,Jasper,Balance of Jasper County,July 01 2012,12186,POINT (-93.053765 41.6860394)
1943905,Woodbury,Lawton,July 01 2016,964,POINT (-96.1851089 42.4769168)
19169,Story,Balance of Story County,July 01 2016,8789,POINT (-93.4650448 42.0362415)
1935310,Fayette,Hawkeye,July 01 2012,442,POINT (-91.950354 42.9377417)
1900730,Washington,Ainsworth,April 01 2010,567,POINT (-91.5545142 41.2900827)
1948900,Worth,Manly,July 01 2015,1301,POINT (-93.2009752 43.2880706)
1933960,Franklin,Hampton,July 01 2014,4356,POINT (-93.2049662 42.7420064)
1923475,Sac,Early,April 01 2010,557,POINT (-95.1523842 42.4614169)
1961905,O'Brien,Paullina,July 01 2012,1029,POINT (-95.6840248 42.9796318)
1966360,Buena Vista,Rembrandt,July 01 2013,208,POINT (-95.1656104 42.8257187)
1939405,Bremer,Janesville (pt.),July 01 2015,840,POINT (-92.4629269 42.6458874)
1908200,Audubon,Brayton,July 01 2011,124,POINT (-94.9303482 41.5448041)
19169,Story,Balance of Story County,April 01 2010,8706,POINT (-93.4650448 42.0362415)
1979185,Monona,Turin,July 01 2015,65,POINT (-95.9660243 42.020857)
1917175,Pottawattamie,Crescent,July 01 2014,608,POINT (-95.8581593 41.3654889)
1945975,Humboldt,Livermore,July 01 2015,367,POINT (-94.1840413 42.8680302)
1929955,Hancock,Garner,July 01 2016,3072,POINT (-93.6032978 43.0995359)
1944355,Winnebago,Leland,July 01 2012,283,POINT (-93.6350977 43.3318155)
1938460,Chickasaw,Ionia,July 01 2014,285,POINT (-92.4584186 43.0360537)
1938595,Johnson,Iowa City,July 01 2017,75626,POINT (-91.5304657 41.6557794)
1974775,Linn,Springville,July 01 2012,1084,POINT (-91.4457379 42.0529659)
1903970,Pottawattamie,Avoca,July 01 2015,1500,POINT (-95.3373168 41.4828711)
19015,Boone,Balance of Boone County,July 01 2018,8169,POINT (-93.931671 42.0365493)
1921270,Ringgold,Diagonal,July 01 2016,321,POINT (-94.3421119 40.8104671)
1915195,Story,Collins,July 01 2013,493,POINT (-93.3082881 41.9019614)
1970185,Lee,St. Paul,April 01 2010,129,POINT (-91.5164339 40.7678281)
1950655,Scott,Maysville,April 01 2010,176,POINT (-90.718486 41.6495455)
1913215,Wapello,Chillicothe,July 01 2014,97,POINT (-92.5303282 41.0860115)
1947730,Calhoun,Lytton (pt.),July 01 2016,39,POINT (-94.8604989 42.4233029)
1981120,Tama,Vining,July 01 2017,48,POINT (-92.3875202 41.990983)
1960015,Clayton,Osterdock,July 01 2017,57,POINT (-91.1578336 42.7313862)
1982425,Black Hawk,Waterloo,July 01 2017,67743,POINT (-92.3521758 42.4919737)
1956370,Taylor,New Market,July 01 2016,409,POINT (-94.9004948 40.7323633)
1969465,Delaware,Ryan,July 01 2015,361,POINT (-91.4851389 42.3524086)
1916050,Carroll,Coon Rapids (pt.),July 01 2013,1274,POINT (-94.6784541 41.8747687)
1970185,Lee,St. Paul,July 01 2013,129,POINT (-91.5164339 40.7678281)
1919720,Clinton,Delmar,July 01 2013,514,POINT (-90.6079678 41.9988013)
1965010,Howard,Protivin (pt.),July 01 2016,253,POINT (-92.0891446 43.2164283)
1970140,Clayton,St. Olaf,July 01 2011,108,POINT (-91.3878896 42.9269018)
1965595,Hamilton,Randall,July 01 2011,171,POINT (-93.602632 42.2371232)
1950385,Sioux,Matlock,July 01 2018,88,POINT (-95.9345034 43.2443282)
1981705,Muscatine,Walcott (pt.),April 01 2010,0,POINT (-90.771914 41.5865454)
1909550,Des Moines,Burlington,July 01 2012,25534,POINT (-91.1248966 40.8071958)
1966810,Dubuque,Rickardsville,July 01 2011,179,POINT (-90.8762169 42.5815445)
1956370,Taylor,New Market,July 01 2018,406,POINT (-94.9004948 40.7323633)
1943410,Lyon,Larchwood,July 01 2017,875,POINT (-96.4368372 43.4544239)
1937470,Black Hawk,Hudson,July 01 2012,2308,POINT (-92.4519085 42.4320012)
1931350,Mills,Glenwood,July 01 2014,5214,POINT (-95.7407754 41.0445208)
19083,Hardin,Balance of Hardin County,July 01 2015,4545,POINT (-93.2404025 42.3838803)
1921405,Grundy,Dike,July 01 2012,1230,POINT (-92.6255847 42.4641335)
19029,Cass,Balance of Cass County,July 01 2016,3343,POINT (-94.9278266 41.3314876)
1935445,Keokuk,Hayesville,July 01 2018,49,POINT (-92.2476997 41.2647098)
1950430,Sioux,Maurice,April 01 2010,275,POINT (-96.1827384 42.9660542)
1956595,Warren,New Virginia,April 01 2010,489,POINT (-93.7310405 41.1816162)
1902395,Butler,Aplington,July 01 2016,1087,POINT (-92.88388 42.5819806)
1914520,Dallas,Clive (pt.),July 01 2014,5467,POINT (-93.7972549 41.6144592)
1913395,Appanoose,Cincinnati,July 01 2012,353,POINT (-92.9222293 40.6309489)
1975990,Guthrie,Stuart (pt.),July 01 2012,938,POINT (-94.3186774 41.5002688)
1936840,Ida,Holstein,July 01 2013,1402,POINT (-95.5428563 42.4869415)
1909685,Kossuth,Burt,July 01 2018,502,POINT (-94.2210539 43.1989094)
1946065,Jefferson,Lockridge,July 01 2016,290,POINT (-91.7492245 40.9936662)
19137,Montgomery,Balance of Montgomery County,July 01 2016,2459,POINT (-95.1563758 41.03014)
1949575,Cass,Marne,July 01 2018,113,POINT (-95.1107615 41.4489055)
1914880,Montgomery,Coburg,July 01 2018,39,POINT (-95.2655524 40.9187888)
1980580,Cerro Gordo,Ventura,July 01 2011,717,POINT (-93.4621042 43.1283345)
1953265,Jackson,Monmouth,July 01 2014,152,POINT (-90.8821601 42.0751031)
1972480,Benton,Shellsburg,July 01 2012,982,POINT (-91.8709837 42.0929406)
1908695,Poweshiek,Brooklyn,July 01 2015,1403,POINT (-92.4452965 41.731528)
1974415,Dickinson,Spirit Lake,July 01 2012,4939,POINT (-95.1108029 43.4177008)
1952950,Jasper,Mitchellville (pt.),July 01 2014,26,POINT (-93.3629093 41.6678771)
1943410,Lyon,Larchwood,April 01 2010,866,POINT (-96.4368372 43.4544239)
1911305,Dubuque,Cascade (pt.),July 01 2016,1851,POINT (-91.0045814 42.3019211)
1948810,Delaware,Manchester,July 01 2018,4982,POINT (-91.4556248 42.4853639)
1950250,Cass,Massena,April 01 2010,355,POINT (-94.7698202 41.2506437)
1942015,Marion,Knoxville,July 01 2012,7251,POINT (-93.1023566 41.3188166)
1964020,Polk,Polk City,July 01 2017,4633,POINT (-93.7130589 41.7769994)
19171,Tama,Balance of Tama County,July 01 2015,6742,POINT (-92.5325425 42.0798117)
1971940,Union,Shannon City (pt.),July 01 2015,65,POINT (-94.2638596 40.8992002)
1913080,Cherokee,Cherokee,July 01 2018,4900,POINT (-95.5525761 42.7508555)
1915465,Floyd,Colwell,July 01 2016,70,POINT (-92.5910417 43.1577091)
19037,Chickasaw,Balance of Chickasaw County,April 01 2010,5076,POINT (-92.3176637 43.0600414)
1943365,Black Hawk,La Porte City,July 01 2011,2291,POINT (-92.1911991 42.3137209)
1914520,Dallas,Clive (pt.),July 01 2011,4932,POINT (-93.7972549 41.6144592)
1911395,Adair,Casey (pt.),July 01 2016,8,POINT (-94.5212707 41.5074602)
1981345,Clayton,Volga,July 01 2012,209,POINT (-91.5422736 42.8026667)
1979185,Monona,Turin,July 01 2012,66,POINT (-95.9660243 42.020857)
1952545,Dallas,Minburn,July 01 2017,346,POINT (-94.0285158 41.7575518)
1975630,Buena Vista,Storm Lake,April 01 2010,10600,POINT (-95.1970008 42.6431467)
1916545,Woodbury,Correctionville,July 01 2018,800,POINT (-95.7830202 42.4771854)
1904420,Kossuth,Bancroft,July 01 2016,709,POINT (-94.2175386 43.292755)
1904375,Dubuque,Balltown,April 01 2010,68,POINT (-90.8697801 42.6372832)
1910225,Story,Cambridge,July 01 2014,830,POINT (-93.5359151 41.9000672)
19021,Buena Vista,Balance of Buena Vista County,July 01 2018,3858,POINT (-95.151149 42.7354936)
1926895,Van Buren,Farmington,July 01 2014,653,POINT (-91.7390137 40.6388538)
1953175,Harrison,Mondamin,July 01 2017,379,POINT (-96.0214962 41.7100398)
1981705,Scott,Walcott (pt.),July 01 2012,1627,POINT (-90.771914 41.5865454)
19019,Buchanan,Balance of Buchanan County,July 01 2012,8209,POINT (-91.8378392 42.4707777)
1969510,Jackson,Sabula,July 01 2017,558,POINT (-90.1757883 42.0666587)
1949620,Clayton,Marquette,July 01 2014,458,POINT (-91.1905647 43.0446015)
1946290,Kossuth,Lone Rock,July 01 2012,145,POINT (-94.3254999 43.2208068)
1938640,Hardin,Iowa Falls,April 01 2010,5238,POINT (-93.2661847 42.5190554)
1984540,Shelby,Westphalia,April 01 2010,127,POINT (-95.3936653 41.7192516)
1914520,Dallas,Clive (pt.),July 01 2016,5422,POINT (-93.7972549 41.6144592)
19047,Crawford,Balance of Crawford County,July 01 2015,4526,POINT (-95.3819678 42.0372125)
1960105,Webster,Otho,April 01 2010,542,POINT (-94.1493376 42.4222294)
1910765,Polk,Carlisle (pt.),July 01 2011,88,POINT (-93.4877345 41.511846)
1909685,Kossuth,Burt,July 01 2017,506,POINT (-94.2210539 43.1989094)
1953355,Jasper,Monroe,July 01 2013,1822,POINT (-93.1037482 41.5189365)
1928650,Clay,Fostoria,July 01 2015,236,POINT (-95.1549472 43.2429923)
19085,Harrison,Balance of Harrison County,July 01 2012,6262,POINT (-95.8169209 41.6828528)
1908695,Poweshiek,Brooklyn,July 01 2016,1398,POINT (-92.4452965 41.731528)
1986520,Madison,Winterset,July 01 2012,5143,POINT (-94.013512 41.3455206)
1943005,Buchanan,Lamont,July 01 2014,462,POINT (-91.6404271 42.5985649)
1917940,Woodbury,Cushing,July 01 2015,218,POINT (-95.675703 42.464969)
1900955,Marshall,Albion,July 01 2011,513,POINT (-92.9887407 42.1125257)
1918345,Greene,Dana,July 01 2018,69,POINT (-94.238368 42.1070968)
1943050,Jackson,La Motte,July 01 2014,257,POINT (-90.6234291 42.2957342)
1964110,Franklin,Popejoy,July 01 2017,76,POINT (-93.4278229 42.5938807)
1917895,Palo Alto,Curlew,July 01 2015,57,POINT (-94.7377341 42.9795272)
1969015,Wright,Rowan,April 01 2010,158,POINT (-93.5504173 42.7391166)
1967215,Greene,Rippey,July 01 2015,279,POINT (-94.2007998 41.9342117)
1969060,Buchanan,Rowley,July 01 2017,266,POINT (-91.8444965 42.3684882)
1987060,Dubuque,Worthington,July 01 2012,403,POINT (-91.1207613 42.398071)
1976890,Johnson,Swisher,July 01 2011,899,POINT (-91.6938947 41.8441956)
1944085,Scott,Le Claire,April 01 2010,3765,POINT (-90.3686825 41.5963271)
1985260,Kossuth,Whittemore,July 01 2017,483,POINT (-94.4250537 43.0633908)
1952995,Harrison,Modale,July 01 2017,262,POINT (-96.0120201 41.6181928)
1923970,Mahaska,Eddyville (pt.),April 01 2010,221,POINT (-92.6297911 41.1592059)
19039,Clarke,Balance of Clarke County,July 01 2017,3355,POINT (-93.7851579 41.0290323)
1986565,Buchanan,Winthrop,July 01 2018,854,POINT (-91.7380251 42.4702444)
1952230,Iowa,Millersburg,April 01 2010,159,POINT (-92.1591639 41.5731722)
1902485,Carroll,Arcadia,July 01 2013,475,POINT (-95.0431916 42.0861975)
1924870,Black Hawk,Elk Run Heights,July 01 2011,1125,POINT (-92.2500729 42.4661346)
1955335,Chickasaw,Nashua (pt.),July 01 2013,1638,POINT (-92.5417304 42.950168)
19097,Jackson,Balance of Jackson County,July 01 2012,7976,POINT (-90.5742294 42.1717426)
1930630,Story,Gilbert,July 01 2018,1146,POINT (-93.6462341 42.1072488)
1932520,Taylor,Gravity,April 01 2010,188,POINT (-94.7435014 40.7601646)
1972345,Story,Sheldahl (pt.),July 01 2011,157,POINT (-93.6967164 41.8642901)
19035,Cherokee,Balance of Cherokee County,July 01 2012,3541,POINT (-95.6238055 42.7356226)
1984945,Clinton,Wheatland,July 01 2017,726,POINT (-90.8378722 41.8328916)
1948495,Harrison,Magnolia,July 01 2014,176,POINT (-95.8741284 41.6921843)
1983910,Madison,West Des Moines (pt.),July 01 2015,1,POINT (-93.7802969 41.5527354)
19185,Wayne,Balance of Wayne County,July 01 2017,2726,POINT (-93.3273639 40.7394702)
19067,Floyd,Balance of Floyd County,July 01 2014,5218,POINT (-92.7890033 43.0599208)
1984180,Fayette,Westgate,July 01 2014,204,POINT (-91.9955964 42.7682394)
1910765,Warren,Carlisle (pt.),July 01 2015,4061,POINT (-93.4877345 41.511846)
19157,Poweshiek,Balance of Poweshiek County,July 01 2014,5705,POINT (-92.5314684 41.6864422)
1965910,Bremer,Readlyn,July 01 2011,811,POINT (-92.225022 42.7037692)
1921540,Scott,Dixon,July 01 2016,251,POINT (-90.7823709 41.742124)
1959925,Mahaska,Oskaloosa,July 01 2018,11426,POINT (-92.6404876 41.2921009)
1984315,Muscatine,West Liberty,July 01 2015,3739,POINT (-91.2621646 41.5725743)
1957225,Keokuk,North English (pt.),July 01 2014,9,POINT (-92.0776314 41.5164005)
1971130,Crawford,Schleswig,July 01 2014,885,POINT (-95.4352246 42.1607169)
1967125,Calhoun,Rinard,April 01 2010,52,POINT (-94.4849296 42.3396126)
1925365,Linn,Ely,July 01 2017,2231,POINT (-91.5850379 41.8753461)
1976935,Mills,Tabor (pt.),July 01 2011,84,POINT (-95.6737118 40.8949387)
1986970,Dallas,Woodward (pt.),July 01 2011,1051,POINT (-93.9208014 41.8522961)
1946425,Scott,Long Grove,July 01 2016,845,POINT (-90.5802816 41.692241)
1926895,Van Buren,Farmington,July 01 2015,643,POINT (-91.7390137 40.6388538)
1968925,Clay,Rossie,July 01 2012,72,POINT (-95.1886124 43.0136605)
1908875,Plymouth,Brunsville,July 01 2011,150,POINT (-96.2667032 42.8109608)
1965640,Fremont,Randolph,April 01 2010,168,POINT (-95.5647251 40.8734345)
19031,Cedar,Balance of Cedar County,July 01 2015,7279,POINT (-91.1324125 41.7723207)
1959745,Mitchell,Osage,July 01 2012,3623,POINT (-92.8114161 43.2826461)
1935760,Page,Hepburn,July 01 2014,17,POINT (-95.0166861 40.8476568)
1959835,Clarke,Osceola,July 01 2015,4939,POINT (-93.7796689 41.029945)
19023,Butler,Balance of Butler County,July 01 2016,5563,POINT (-92.7901934 42.7315661)
1902485,Carroll,Arcadia,July 01 2012,481,POINT (-95.0431916 42.0861975)
1980535,Pocahontas,Varina,July 01 2018,67,POINT (-94.8976674 42.6581176)
1914250,Fayette,Clermont,July 01 2011,623,POINT (-91.6523116 43.0001627)
1940350,Ringgold,Kellerton,July 01 2013,303,POINT (-94.0502485 40.7102575)
1931845,Dubuque,Graf,July 01 2016,83,POINT (-90.8732325 42.4938574)
1972435,Butler,Shell Rock,July 01 2012,1323,POINT (-92.5818767 42.7122338)
1950070,Marion,Marysville,July 01 2018,67,POINT (-92.953643 41.1826504)
1948000,Clayton,McGregor,July 01 2018,842,POINT (-91.1820936 43.0244127)
1981975,Emmet,Wallingford,July 01 2015,181,POINT (-94.7924275 43.3201552)
1926445,Jefferson,Fairfield,July 01 2018,10414,POINT (-91.9672596 41.0070611)
1981615,Dickinson,Wahpeton,July 01 2017,347,POINT (-95.1744377 43.3741639)
1945165,Howard,Lime Springs,July 01 2012,502,POINT (-92.2840819 43.4498475)
1951420,Cerro Gordo,Meservey,July 01 2012,251,POINT (-93.4733851 42.9156435)
1986835,Harrison,Woodbine,July 01 2011,1467,POINT (-95.7067259 41.7346202)
1959250,Jones,Onslow,July 01 2011,197,POINT (-91.0152515 42.1073153)
1917985,Palo Alto,Cylinder,July 01 2015,86,POINT (-94.5511492 43.089664)
1915960,Taylor,Conway,July 01 2014,40,POINT (-94.6200534 40.7492479)
19193,Woodbury,Balance of Woodbury County,July 01 2011,8171,POINT (-96.0447673 42.3897169)
1929055,Louisa,Fredonia,July 01 2017,237,POINT (-91.3393851 41.284514)
19049,Dallas,Balance of Dallas County,July 01 2013,10776,POINT (-94.0397374 41.6848862)
1969015,Wright,Rowan,July 01 2015,154,POINT (-93.5504173 42.7391166)
1968475,Story,Roland,April 01 2010,1284,POINT (-93.5028373 42.1660381)
1944085,Scott,Le Claire,July 01 2014,3920,POINT (-90.3686825 41.5963271)
1928515,Webster,Fort Dodge,July 01 2011,25037,POINT (-94.175105 42.5097987)
1933285,Poweshiek,Guernsey,July 01 2015,60,POINT (-92.3430868 41.6491514)
1934635,Osceola,Harris,July 01 2017,161,POINT (-95.4370934 43.4435137)
1986565,Buchanan,Winthrop,July 01 2011,847,POINT (-91.7380251 42.4702444)
1932295,Montgomery,Grant,July 01 2014,87,POINT (-94.9850119 41.1427142)
1940980,Washington,Keota (pt.),July 01 2015,0,POINT (-91.953364 41.3654267)
1975450,Muscatine,Stockton,April 01 2010,197,POINT (-90.8564268 41.5908278)
19073,Greene,Balance of Greene County,July 01 2013,2591,POINT (-94.3968356 42.0362394)
1917220,Howard,Cresco,July 01 2013,3832,POINT (-92.1163502 43.3717573)
1961050,Pocahontas,Palmer,April 01 2010,165,POINT (-94.5984729 42.6298621)
1907930,Page,Braddyville,July 01 2016,155,POINT (-95.0311862 40.5806312)
19107,Keokuk,Balance of Keokuk County,July 01 2012,3843,POINT (-92.1786426 41.336465)
1944220,Tama,Le Grand (pt.),July 01 2017,0,POINT (-92.7749753 42.0066925)
1961365,Scott,Panorama Park,July 01 2014,138,POINT (-90.4536976 41.5556125)
1924825,Clayton,Elkport,July 01 2016,36,POINT (-91.2749402 42.7415739)
1906940,Monona,Blencoe,July 01 2014,212,POINT (-96.0821104 41.9303416)
1912945,Sioux,Chatsworth,July 01 2011,79,POINT (-96.5144511 42.9163167)
1975450,Muscatine,Stockton,July 01 2017,195,POINT (-90.8564268 41.5908278)
1914925,Linn,Coggon,July 01 2014,673,POINT (-91.5303669 42.2783061)
1969510,Jackson,Sabula,July 01 2012,580,POINT (-90.1757883 42.0666587)
1979815,Mahaska,University Park,July 01 2016,477,POINT (-92.6149705 41.2855651)
19015,Boone,Balance of Boone County,July 01 2013,7975,POINT (-93.931671 42.0365493)
1926400,Linn,Fairfax,April 01 2010,2123,POINT (-91.7758659 41.9227519)
1945435,Wayne,Lineville,April 01 2010,217,POINT (-93.5231892 40.5869857)
1952095,Dickinson,Milford,July 01 2012,2944,POINT (-95.1286238 43.338269)
1909730,Marion,Bussey,April 01 2010,422,POINT (-92.8842719 41.2057508)
1967125,Calhoun,Rinard,July 01 2011,53,POINT (-94.4849296 42.3396126)
1943050,Jackson,La Motte,July 01 2018,255,POINT (-90.6234291 42.2957342)
1909145,Crawford,Buck Grove,July 01 2012,44,POINT (-95.3951051 41.9178251)
1975000,Montgomery,Stanton,July 01 2014,647,POINT (-95.1029513 40.9810147)
1928380,Winnebago,Forest City (pt.),April 01 2010,3812,POINT (-93.6364115 43.2569692)
1931665,Clinton,Goose Lake,July 01 2016,227,POINT (-90.3817617 41.9678833)
1980445,Dallas,Van Meter,April 01 2010,1016,POINT (-93.942715 41.5203654)
1973335,Plymouth,Sioux City (pt.),July 01 2015,6,POINT (-96.3901359 42.4958196)
1909550,Des Moines,Burlington,July 01 2016,25109,POINT (-91.1248966 40.8071958)
1947820,Scott,McCausland,July 01 2017,314,POINT (-90.4460511 41.7434706)
1934455,Humboldt,Hardy,July 01 2017,42,POINT (-94.0511447 42.8101495)
1904375,Dubuque,Balltown,July 01 2011,65,POINT (-90.8697801 42.6372832)
1971310,Greene,Scranton,July 01 2011,554,POINT (-94.5490547 42.0190882)
1933960,Franklin,Hampton,July 01 2012,4389,POINT (-93.2049662 42.7420064)
